Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
mb9413841,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,AVR,1195,1209,40,40,_forgeContract,address(this),killed,2390
m89b4b7a2,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,AVR,1195,1209,40,40,_forgeContract,address(0),killed,2445
mef625778,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,986,990,33,33," == "," <= ",live,2404
medecf3eb,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,986,990,33,33," == "," >= ",live,2426
m4c645798,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,986,990,33,33," == ","  < ",killed,2494
ma885c1fe,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,986,990,33,33," == ","  > ",killed,2408
m81c41f9a,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,986,990,33,33," == "," != ",killed,2443
m5f967513,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1325,1329,45,45," || "," && ",killed,2382
mb1301603,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1309,1313,45,45," || "," && ",killed,2362
ma312c6d8,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1304,1308,45,45," == "," <= ",live,2626
m099ca190,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1304,1308,45,45," == "," >= ",killed,2360
m3093fc79,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1304,1308,45,45," == ","  < ",killed,2577
mae023ae6,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1304,1308,45,45," == ","  > ",killed,3019
m2c5894b8,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1304,1308,45,45," == "," != ",killed,2632
m0cfc5d4d,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1320,1324,45,45," == "," <= ",live,2695
m2e1625a5,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1320,1324,45,45," == "," >= ",killed,2558
mbbc7bf54,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1320,1324,45,45," == ","  < ",killed,2559
m5d68909a,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1320,1324,45,45," == ","  > ",killed,2323
md55de14e,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1320,1324,45,45," == "," != ",killed,2377
m48ba64d9,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1336,1340,45,45," == "," <= ",live,2421
m2d9edc5b,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1336,1340,45,45," == "," >= ",killed,2399
m7bddd6dc,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1336,1340,45,45," == ","  < ",live,2407
m055f20ea,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1336,1340,45,45," == ","  > ",killed,2355
m2a5a1bcd,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1336,1340,45,45," == "," != ",killed,2525
m8cd22aed,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1454,1457,48,48," - "," + ",killed,3098
mfbcfb13c,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1454,1457,48,48," - "," * ",killed,2955
m7aeca0f5,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1454,1457,48,48," - "," / ",killed,2836
m04500ea7,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1454,1457,48,48," - "," ** ",killed,3071
m57fa49eb,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1454,1457,48,48," - "," % ",killed,2968
m91e288bf,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1503,1506,49,49," > "," >=  ",live,3073
mdac81fea,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1503,1506,49,49," > "," <=  ",killed,3025
m75a7caf7,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1503,1506,49,49," > "," < ",killed,2973
m443edbd6,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1503,1506,49,49," > "," != ",killed,2951
m36c89751,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,1503,1506,49,49," > "," == ",killed,3034
m4dce0b62,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2255,2259,78,78," == "," <= ",live,3099
md90b200e,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2255,2259,78,78," == "," >= ",killed,2997
m824e47e3,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2255,2259,78,78," == ","  < ",killed,3063
ma2b8399b,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2255,2259,78,78," == ","  > ",killed,2959
m0f581546,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2255,2259,78,78," == "," != ",killed,2492
m1391fdae,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2903,2907,99,99," || "," && ",live,2809
m15aeae39,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2887,2891,99,99," || "," && ",live,2983
m7fbeb89d,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2871,2875,99,99," || "," && ",killed,2879
m61a1fa8c,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2866,2870,99,99," == "," <= ",killed,2946
m0673f53d,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2866,2870,99,99," == "," >= ",live,2974
m360559d7,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2866,2870,99,99," == ","  < ",killed,2895
mc4b4ce12,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2866,2870,99,99," == ","  > ",killed,2880
m32febb5a,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2866,2870,99,99," == "," != ",killed,2728
md8996c44,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2882,2886,99,99," == "," <= ",killed,2443
m510ee2b4,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2882,2886,99,99," == "," >= ",untested,0
ma5667bf9,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2882,2886,99,99," == ","  < ",untested,0
mf59525a0,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2882,2886,99,99," == ","  > ",untested,0
m0ac2855e,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2882,2886,99,99," == "," != ",untested,0
m0c2f1218,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2898,2902,99,99," == "," <= ",untested,0
md2605c79,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2898,2902,99,99," == "," >= ",untested,0
m9c8f3e47,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2898,2902,99,99," == ","  < ",untested,0
md7a78771,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2898,2902,99,99," == ","  > ",untested,0
m2b562393,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2898,2902,99,99," == "," != ",untested,0
md0e0fa2a,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2914,2918,99,99," == "," <= ",untested,0
m28d23c94,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2914,2918,99,99," == "," >= ",untested,0
m8091274f,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2914,2918,99,99," == ","  < ",untested,0
m22d826de,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2914,2918,99,99," == ","  > ",untested,0
mf154eeaf,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,2914,2918,99,99," == "," != ",untested,0
m36066cc1,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3006,3010,102,102," == "," <= ",untested,0
m44263733,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3006,3010,102,102," == "," >= ",untested,0
m79a3a103,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3006,3010,102,102," == ","  < ",untested,0
m9ef39f89,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3006,3010,102,102," == ","  > ",untested,0
m5ea33d3a,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3006,3010,102,102," == "," != ",untested,0
m24e60013,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3220,3224,106,106," == "," <= ",untested,0
mf994a9c9,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3220,3224,106,106," == "," >= ",untested,0
m5422af6d,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3220,3224,106,106," == ","  < ",untested,0
m24840fa3,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3220,3224,106,106," == ","  > ",untested,0
mf1077b29,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3220,3224,106,106," == "," != ",untested,0
m87717118,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3434,3438,110,110," == "," <= ",untested,0
m3d550ab5,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3434,3438,110,110," == "," >= ",untested,0
mc3a75b80,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3434,3438,110,110," == ","  < ",untested,0
med05ace3,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3434,3438,110,110," == ","  > ",untested,0
mc14cbdbb,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3434,3438,110,110," == "," != ",untested,0
mb8e257c6,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3648,3652,114,114," == "," <= ",untested,0
m1717a97e,/Users/harshsingh/metana-bootcamp/module-4/contracts/ForgeToken.sol,BOR,3648,3652,114,114," == "," >= ",untested,0
